CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income,Closed_Account
715767033,56,F,3,College,Single,Blue,36,5,1,3,14383,0,14383,76,4919,83,627,0,186.76162539049983,0
720585183,50,M,3,High School,Married,Blue,35,3,3,2,14854,2136,12718,568,3659,68,581,144,73.84520143270493,0
779502333,50,M,4,Graduate,Single,Silver,32,5,3,2,34516,0,34516,321,1480,37,276,0,122.03364381566644,1
791754258,49,F,5,Graduate,Married,Blue,43,4,3,2,2557,2351,206,807,4342,73,1147,919,21.467369329184297,0
779656908,40,M,1,Graduate,Married,Blue,23,6,3,2,6990,1378,5612,73,1479,29,611,197,56.08213560190052,0
786546783,59,F,0,College,Married,Blue,53,3,2,0,14383,0,14383,896,4457,79,927,0,56.46157105918974,0
793269933,46,M,3,Graduate,Unknown,Silver,40,6,3,2,28829,0,28829,463,4540,78,56,0,60.435630860738456,0
716362008,37,M,2,Doctorate,Married,Blue,29,3,3,2,1808,1009,799,796,1744,35,944,558,49.14886799175292,0
788768883,54,F,0,Unknown,Single,Blue,35,4,1,3,9231,1642,7589,416,4676,68,659,178,41.31563082803041,0
713422083,30,F,0,Graduate,Single,Blue,36,5,3,3,1574,0,1574,582,2560,59,788,0,28.251040307804946,1
806219808,52,M,3,College,Unknown,Blue,47,5,6,3,5119,1972,3147,835,5146,88,956,385,128.2874989323318,0
787983633,35,F,3,Uneducated,Married,Blue,26,6,1,3,3187,2517,670,1214,2072,33,833,79,110.5935097206384,0
708720558,44,M,3,College,Married,Blue,30,5,2,0,4489,0,4489,693,3773,64,455,0,72.08272286690772,0
747551658,47,M,3,High School,Unknown,Silver,40,5,3,2,34516,1371,33145,691,15930,123,836,4,96.6356780845672,0
714290583,44,M,4,Post-Graduate,Married,Blue,36,3,2,2,3117,1400,1717,913,4391,85,809,449,66.25297542195767,0
713557533,34,M,3,High School,Single,Blue,21,4,1,3,4353,1655,2698,806,2664,81,884,38,50.26011069305241,0
710942358,47,M,4,Unknown,Single,Blue,36,3,3,3,5762,1890,3872,938,3814,88,66,328,53.60887771472335,0
711688983,51,M,2,Unknown,Divorced,Blue,38,4,2,3,21382,1692,19690,731,3060,66,65,79,97.30100435204804,0
779058108,49,M,3,Graduate,Divorced,Blue,30,6,1,2,2536,1823,713,703,1468,23,353,719,73.11394107993692,0
771197433,54,F,1,Graduate,Married,Blue,41,3,2,4,4658,588,4070,856,1351,30,15,126,63.20369867607951,0
713440833,61,F,0,Graduate,Single,Blue,36,5,3,3,2207,2020,187,693,4348,84,647,915,146.25740088522434,0
712675158,56,M,1,Graduate,Single,Blue,36,5,3,2,7075,1676,5399,1268,4160,75,667,237,74.87423320766538,0
758317233,35,F,1,College,Single,Blue,28,4,5,2,3518,1575,1943,625,2121,60,579,448,188.45511614345017,0
708947208,36,M,2,Graduate,Single,Blue,17,4,3,1,2900,2029,871,846,2631,72,6,7,117.22164320759477,0
717257658,41,M,3,Graduate,Single,Blue,29,2,2,1,9357,1942,7415,8,7971,84,787,208,95.06685826927423,0
719168883,45,F,5,Unknown,Single,Blue,34,1,4,1,5155,0,5155,1014,2753,45,607,0,59.788565104827285,1
719905908,59,M,1,Uneducated,Married,Blue,36,4,3,3,3742,1175,2567,514,1505,31,824,314,73.59180045314133,0
715025208,56,F,2,College,Married,Blue,46,5,3,3,3119,1778,1341,101,4168,63,853,57,147.01879089698195,0
709779258,53,F,3,Post-Graduate,Married,Blue,43,4,3,4,14383,0,14383,939,4075,71,614,0,97.23004451952876,0
711891933,47,M,3,High School,Married,Blue,40,3,3,3,12945,1582,11363,496,3369,59,788,122,82.12531208060682,0
708776658,54,M,2,Unknown,Married,Blue,43,6,3,2,5774,1519,4255,458,4444,70,667,263,91.68522997759284,0
716454858,35,F,2,Graduate,Married,Blue,28,6,1,3,4014,2266,1748,718,14257,94,958,565,44.05740164220333,0
710544033,47,M,2,Unknown,Married,Blue,36,3,1,3,9437,2024,7413,664,4715,78,696,214,84.74821917712688,0
720431433,62,M,1,Graduate,Married,Blue,36,5,2,2,3198,2308,890,724,1402,35,842,722,93.64777747541666,0
719554758,46,M,2,Uneducated,Married,Blue,38,6,3,2,34516,2165,32351,837,1672,32,524,63,82.0726780872792,0
714425283,50,F,2,High School,Married,Blue,40,2,3,2,19962,0,19962,984,14703,119,859,0,181.47092768922448,0
779134458,33,F,1,Doctorate,Single,Blue,15,1,1,3,3709,1180,2529,645,8130,74,897,318,35.05133059807122,1
713263758,53,F,1,College,Single,Blue,45,3,2,2,2312,1997,315,787,5085,78,773,864,163.48170340061188,0
714366708,58,M,2,Unknown,Divorced,Blue,36,6,1,1,1490,1069,421,84,3790,85,889,717,67.79853929765522,0
720831783,50,F,0,High School,Unknown,Blue,36,3,2,1,2242,888,1354,661,4708,81,558,396,28.573344321921468,0
787261008,43,M,1,Post-Graduate,Unknown,Blue,37,4,3,4,4112,1128,2984,587,4446,75,667,274,78.61310199834406,0
809990883,48,F,3,Graduate,Single,Blue,43,6,2,2,2423,1773,650,574,2038,64,362,732,164.29250701330602,0
709272333,59,F,1,Uneducated,Unknown,Blue,45,6,3,3,9899,2023,7876,445,4579,73,622,204,47.224444430321455,0
778461408,38,M,1,High School,Married,Blue,23,4,3,2,22149,987,21162,1633,2409,36,8,45,80.14298658818007,0
710842308,41,F,5,Uneducated,Single,Blue,26,4,3,4,2264,928,1336,662,4150,83,844,41,46.390808266587555,0
717299958,49,M,3,Graduate,Single,Blue,45,3,2,0,2453,1534,919,785,4185,66,784,625,92.97185550443828,0
708817608,41,F,3,High School,Married,Blue,24,3,1,1,3427,1419,2008,685,4218,74,805,414,94.81280199252068,0
714914583,40,F,4,Graduate,Single,Blue,27,6,2,3,3751,1521,2230,974,1060,30,1308,405,179.47012837976217,0
709980783,51,F,3,High School,Divorced,Blue,36,4,3,0,3961,1729,2232,783,4066,63,8,437,127.87799183279276,0
716873733,43,F,4,Post-Graduate,Divorced,Blue,30,4,3,3,3556,2517,1039,651,2639,53,71,708,36.62654138170183,1
742778358,44,M,1,Graduate,Single,Blue,37,3,1,4,16739,1229,15510,497,4014,69,568,73,74.15111201349646,0
715565058,27,F,1,Uneducated,Unknown,Blue,16,3,1,2,14383,0,14383,469,4479,70,628,0,67.41478950716555,0
712411908,44,M,3,High School,Married,Blue,34,4,2,5,21158,0,21158,633,4071,67,811,0,79.55632457975298,0
739117233,57,M,3,High School,Married,Blue,50,3,3,2,3205,1530,1675,673,2126,58,657,477,141.45510045811534,0
768728508,45,F,5,Doctorate,Married,Gold,39,6,3,2,15987,1096,14891,625,14209,103,776,69,160.7937993016094,0
715799808,52,M,0,High School,Single,Blue,39,4,3,2,3764,0,3764,776,6574,69,865,0,68.75687035731971,1
808964433,46,F,4,Doctorate,Divorced,Blue,41,4,1,1,8693,1378,7315,799,1594,45,452,159,3.4290096256881952,0
721342383,39,M,2,Graduate,Married,Blue,34,6,3,2,17438,0,17438,1078,1860,37,85,0,110.93143842183052,0
806392908,52,F,4,High School,Single,Blue,47,6,2,3,7469,2338,5131,441,1212,33,32,313,56.70600924640894,0
719207733,61,F,0,High School,Married,Blue,53,5,2,0,3396,802,2594,548,1418,36,5,236,86.7439747788012,0
708486033,55,F,3,Post-Graduate,Married,Blue,36,3,2,3,16547,1521,15026,555,1782,48,333,92,153.23314904235303,0
714487458,49,F,5,Graduate,Divorced,Blue,40,6,4,2,2920,0,2920,516,2306,39,625,0,55.59051816817373,1
780551733,54,F,1,High School,Married,Silver,44,2,2,3,11605,1470,10135,93,12592,117,8,127,153.78542593680322,0
710362233,48,M,3,Unknown,Unknown,Platinum,40,1,2,3,34516,1723,32793,628,13853,98,782,5,108.33964938297868,0
718265658,47,F,4,Uneducated,Single,Blue,36,3,1,2,2092,1499,593,811,4130,80,1162,717,105.53066665306687,0
712184133,41,F,5,Graduate,Married,Blue,24,2,3,3,2178,1408,770,635,5089,80,455,646,6.715199211612344,0
759947433,53,M,3,Graduate,Married,Blue,46,1,2,2,13670,0,13670,819,4812,81,653,0,153.94407542422414,0
781143933,43,F,3,High School,Single,Blue,36,5,3,3,2313,1325,988,723,5006,76,81,573,121.6137477196753,0
711788583,61,F,1,Graduate,Single,Blue,36,3,2,2,3466,1444,2022,653,15075,124,699,417,139.2993557266891,0
789530208,54,F,2,Graduate,Married,Blue,46,6,2,2,2737,2517,220,533,1619,37,48,92,199.0571964532137,0
715269483,50,M,4,Post-Graduate,Married,Blue,36,4,1,3,17374,2517,14857,743,15473,128,707,145,174.5123291760683,0
715815783,46,M,3,Graduate,Married,Blue,29,3,2,2,3429,0,3429,637,4591,85,771,0,73.12689489684999,0
714133158,59,F,1,College,Single,Blue,36,2,3,3,4224,1305,2919,852,1152,31,824,309,66.77002352662385,0
716669658,51,F,1,High School,Single,Blue,33,6,3,3,2006,1608,398,1043,2760,38,652,802,6.129418965429068,1
715798608,45,F,4,Graduate,Married,Blue,34,4,4,2,4244,1066,3178,606,4016,89,854,251,44.171859016641974,0
720758808,38,M,3,College,Single,Blue,18,5,1,5,16317,0,16317,566,1995,54,929,0,64.69826095737517,1
708699108,39,F,2,High School,Single,Blue,36,4,3,3,14383,855,5833,662,4890,53,893,594,92.23802736960351,0
712643358,59,F,0,High School,Married,Blue,49,6,2,4,2833,1609,1224,78,1335,23,13,568,179.16441201232374,0
715418508,51,M,1,Uneducated,Single,Blue,36,2,1,3,8671,590,8081,693,4399,72,756,68,121.54450073838234,0
708905733,45,M,5,Uneducated,Single,Blue,32,1,2,1,20633,1989,18644,67,7570,91,655,96,61.90756897907704,0
715490733,54,F,3,Uneducated,Single,Blue,36,5,1,2,11975,1542,10433,77,1211,35,4,129,172.21337538212538,0
718567758,41,M,1,College,Married,Blue,32,3,4,2,10682,1334,9348,702,7332,92,614,125,40.183715275488794,0
772825308,40,M,3,Graduate,Divorced,Blue,31,4,2,3,27374,1509,25865,803,4231,60,714,55,97.1571971476078,0
713926308,35,F,3,Uneducated,Single,Blue,36,4,2,3,2624,1458,1166,809,4487,61,743,556,27.357414085417982,0
711341433,34,F,2,Graduate,Single,Blue,24,6,3,3,3095,2010,1085,668,3901,77,711,649,104.38686334528028,0
712765158,26,F,1,High School,Single,Blue,15,5,3,3,2539,2162,377,635,2386,47,382,852,21.50069666095078,0
802101858,40,F,2,Unknown,Married,Blue,34,3,3,3,4757,1978,2779,959,4220,71,775,416,36.89741101115942,0
715822008,32,M,1,High School,Married,Blue,14,4,2,2,3568,2175,1393,1368,1913,35,667,61,70.79024068079889,0
718641483,53,F,3,Graduate,Married,Blue,42,3,1,1,2404,1109,1295,639,4519,72,636,461,47.95024450868368,0
718843608,36,F,2,Post-Graduate,Divorced,Blue,25,5,2,4,8917,1091,7826,1152,3327,80,86,122,154.10676011815667,0
710098233,28,F,0,Unknown,Single,Blue,13,3,2,2,2387,0,2387,639,4513,66,65,0,181.7837196867913,0
708549033,50,F,1,High School,Married,Blue,32,4,1,3,2055,1276,779,869,5025,70,707,621,69.92415976710618,0
716726058,48,F,3,College,Single,Blue,30,4,1,1,2865,1523,1342,605,4609,79,756,532,9.436124749481678,0
818926833,34,F,3,College,Married,Blue,29,4,1,2,2000,0,2000,782,1944,42,75,0,47.44195053353906,0
779504058,46,F,2,Post-Graduate,Married,Blue,28,5,1,1,5014,1910,3104,863,1209,25,15,381,65.54240100085735,0
771342183,53,F,3,Graduate,Single,Blue,40,6,3,2,1625,0,1625,689,2314,43,433,0,56.52231324929744,1
719653308,49,F,3,Uneducated,Married,Blue,40,5,2,2,6049,796,5253,821,4468,71,511,132,141.9538140296936,0
787480158,57,F,2,Unknown,Married,Blue,45,4,2,0,2494,1639,855,858,1555,39,625,657,179.52532740309834,0
711112683,63,F,1,College,Married,Blue,36,6,2,3,3967,1568,2399,1236,1657,29,1231,395,102.45950571261346,0
789454683,45,F,3,High School,Single,Blue,36,4,2,2,1912,1281,631,693,5046,79,717,67,52.219411032274365,0
713362158,50,M,3,Unknown,Single,Blue,33,4,1,4,17087,0,17087,761,3519,70,591,0,186.2714891321957,0
708355683,46,F,4,Graduate,Married,Blue,38,3,2,3,16815,0,16815,938,2976,65,512,0,10.984153160825372,0
710294808,44,M,3,High School,Married,Blue,36,4,1,2,2188,1241,947,782,4509,67,675,567,67.57041776552796,0
708434733,56,M,1,Graduate,Married,Blue,50,6,3,3,6735,2289,4446,661,1249,28,75,34,72.38372132647783,0
711902058,35,M,2,Graduate,Married,Blue,36,3,3,2,14383,0,14383,1623,2492,55,897,0,63.027570811100304,0
716782758,48,M,3,Graduate,Single,Blue,42,3,2,4,19075,0,19075,807,2013,32,455,0,78.34609348326921,1
811974483,56,M,2,Graduate,Single,Blue,51,1,3,1,1466,723,743,793,5110,86,593,493,42.55611170548946,0
712887633,39,M,1,Unknown,Single,Blue,36,5,3,3,25008,876,24132,859,1753,43,1048,35,90.84170328453185,0
779351208,49,M,2,Unknown,Single,Blue,34,4,1,4,5176,0,5176,838,1902,56,931,0,65.33780835568905,0
784798683,38,M,2,High School,Married,Blue,32,3,2,2,14383,0,14383,846,1999,39,56,0,41.56714094337076,0
709012083,39,M,1,Uneducated,Married,Blue,28,3,3,4,4683,2514,2169,58,2010,45,731,537,17.71583976224065,0
779951058,54,F,3,High School,Married,Blue,38,4,2,4,5122,1642,3480,935,1908,39,696,321,43.40061410330236,0
709307808,59,F,2,High School,Married,Blue,36,3,3,3,4375,0,4375,621,2507,53,472,0,45.88609860744327,1
716863458,44,M,2,Uneducated,Single,Silver,36,2,3,3,34516,569,33947,919,8570,68,789,16,90.79085382632913,1
711990933,40,F,2,Graduate,Single,Blue,29,4,3,2,2295,0,2295,699,3292,62,824,0,175.8677593898028,0
816082233,35,M,3,Graduate,Unknown,Blue,30,5,1,3,8547,1666,6881,1163,1311,33,2,195,61.9062080886215,0
718021608,45,F,3,Graduate,Married,Blue,34,4,5,2,1533,728,805,906,4659,83,766,475,57.14314704760909,0
771190083,36,F,3,Post-Graduate,Single,Blue,23,6,2,1,2410,1705,705,798,2505,69,568,707,34.270274452865124,0
718739508,51,F,5,Unknown,Married,Blue,39,6,2,4,5455,1217,4238,66,3863,67,811,223,84.52423824928701,0
714794133,54,M,2,Uneducated,Married,Blue,45,2,3,1,6546,1908,4638,697,14103,112,672,291,74.73273679148406,0
714247458,56,F,4,Uneducated,Single,Blue,46,6,2,2,8037,2276,5761,406,3271,71,543,283,193.47399645484984,0
805458933,39,F,2,Graduate,Single,Blue,34,6,4,2,13984,632,13352,702,4727,83,66,45,43.233763836324215,0
814497483,60,M,0,Uneducated,Married,Blue,55,6,1,2,6479,1393,5086,468,1618,47,958,215,78.22847489733249,0
717556758,52,F,2,High School,Single,Blue,36,1,2,3,3029,2267,762,842,14934,113,823,748,64.47463287040591,0
720406233,35,F,2,Graduate,Married,Blue,36,5,2,4,5546,1829,3717,673,1770,46,1,33,40.576243586838245,0
779468808,43,M,1,High School,Married,Blue,25,6,3,3,1616,0,1616,794,4961,78,814,0,56.47006689570844,0
721426383,36,F,3,Unknown,Single,Blue,36,4,3,0,1558,261,1297,775,2424,40,6,168,90.89741869829597,1
716112933,39,F,3,Graduate,Married,Blue,36,3,2,3,1575,592,983,236,644,15,154,376,5.620542448014021,1
785106933,51,F,1,Unknown,Single,Blue,45,2,2,3,6519,2178,4341,739,4505,71,732,334,133.31120410002768,0
711453783,41,F,3,Unknown,Single,Blue,29,4,2,3,1966,1452,514,621,4666,74,682,739,57.33539778739214,0
771928608,34,M,1,Uneducated,Single,Blue,23,6,1,1,2033,1832,201,938,4110,74,947,901,75.20496358163655,0
721398858,43,M,2,Unknown,Single,Blue,34,5,3,4,33913,0,33913,901,4160,76,9,0,123.64722460508348,0
713976258,51,F,3,Graduate,Single,Blue,46,4,1,3,1792,989,803,1202,3102,63,703,552,132.92174944654107,0
716106108,49,M,4,Post-Graduate,Married,Silver,41,2,3,2,34516,0,34516,663,13376,129,72,0,149.12165755406022,0
719973033,49,F,1,Unknown,Married,Blue,37,5,5,2,3208,0,3208,923,4531,86,83,0,22.027660720050335,0
713656308,56,F,0,High School,Married,Blue,48,3,3,1,14383,0,14383,618,4210,75,5,0,13.683329662308097,0
716745408,54,M,1,High School,Single,Blue,36,1,2,3,12813,1998,10815,837,7803,81,688,156,86.62100899033248,0
709711758,45,F,3,Uneducated,Divorced,Blue,32,3,2,2,1942,0,1942,366,1853,31,107,0,155.15550896525383,1
708687483,54,F,4,Graduate,Single,Silver,36,3,2,3,13626,0,13626,411,1711,30,25,0,62.85474491305649,1
711566208,58,F,3,Graduate,Married,Blue,36,2,2,2,5023,1857,3166,631,14111,98,69,37,128.81682477891445,0
714695883,45,F,5,Uneducated,Unknown,Blue,36,1,2,3,2699,1583,1116,648,4071,75,829,587,10.29981728643179,0
767354208,48,M,4,Graduate,Married,Blue,41,4,2,1,14322,0,14322,602,3993,75,531,0,93.6072551831603,0
711583458,48,F,2,College,Married,Blue,36,4,3,1,14383,0,14383,743,4913,82,822,0,193.3905705343932,0
715200783,56,F,2,Graduate,Married,Blue,36,6,2,3,2015,807,1208,831,5209,76,767,4,114.59679529070854,0
719538183,47,M,1,High School,Married,Blue,36,4,4,3,20789,0,20789,82,4105,67,718,0,70.85488605778664,0
818929158,36,M,2,Doctorate,Single,Blue,31,3,3,2,11558,0,11558,545,2220,53,828,0,59.152692393399775,0
787563858,50,F,1,Graduate,Married,Blue,41,4,2,3,8589,685,7904,858,3553,63,909,8,57.98567752353847,0
826467333,57,M,1,High School,Single,Blue,53,4,1,3,7976,585,7391,925,4082,74,682,73,101.6553398501128,0
718711158,52,M,3,Graduate,Married,Blue,36,1,2,3,3841,2517,1324,841,2680,51,545,655,182.07789804786444,1
720191883,45,M,3,High School,Single,Blue,35,5,3,3,7050,659,6391,52,1236,36,1,93,65.81734957639128,0
716645883,47,M,2,Unknown,Unknown,Blue,36,3,2,2,13867,0,13867,659,4297,68,744,0,63.0410217680037,0
713366583,63,F,1,High School,Married,Blue,56,6,1,3,3055,1685,1370,541,1405,40,481,552,1.786880660802126,0
719614758,45,F,4,Graduate,Single,Blue,34,3,2,2,2700,1977,723,801,4984,75,1083,732,50.23950663860887,0
802460433,57,F,3,High School,Married,Blue,51,2,5,2,14383,0,14383,733,2607,37,609,0,118.1149969343096,1
714638883,31,M,0,Graduate,Single,Blue,36,2,3,3,4661,1835,2826,999,14257,110,964,394,42.59349721018225,0
755220783,51,M,1,Doctorate,Married,Blue,44,5,2,4,8031,1167,6864,549,3576,77,791,145,96.8303163908422,0
719570733,52,M,2,Unknown,Single,Blue,39,3,2,3,1629,978,651,552,3766,83,694,6,73.99091066326946,0
718509858,46,M,3,Graduate,Married,Blue,37,3,1,4,4786,0,4786,789,4347,69,683,0,117.6411425229162,0
715583283,34,F,0,Graduate,Married,Blue,13,4,1,4,7942,2087,5855,754,4068,66,61,263,154.42892042919993,0
711736083,47,F,4,College,Divorced,Blue,36,4,3,3,6769,274,6495,998,4885,54,35,4,73.4931674785912,1
714479358,51,M,3,Graduate,Single,Blue,36,6,3,3,3610,1554,2056,501,2216,34,308,43,87.59074105881155,1
708963258,46,M,3,College,Married,Blue,39,3,3,2,13344,1907,11437,832,8534,86,83,143,62.00300977565348,1
720667383,39,F,2,High School,Married,Blue,32,5,3,1,3086,2213,873,695,4684,81,8,717,164.4701398909092,0
711181608,50,F,2,Graduate,Unknown,Blue,40,3,2,3,1606,0,1606,824,4129,68,744,0,166.7116311378777,0
714523383,43,F,3,Graduate,Single,Blue,33,3,2,2,2900,2122,778,631,4656,59,1458,732,52.88507341872901,0
788840283,42,F,2,Post-Graduate,Divorced,Blue,26,5,2,3,2120,1527,593,744,4741,86,72,72,99.1709847934544,0
712993008,58,F,1,Unknown,Single,Blue,48,4,3,1,3819,1882,1937,809,4533,68,889,493,152.45876484550536,0
711285633,33,F,0,Unknown,Single,Blue,36,6,1,3,2735,1769,966,1465,3306,71,972,647,91.31350233219564,0
798281808,48,M,4,High School,Married,Blue,42,5,4,3,3879,1214,2665,924,5158,79,681,313,61.15179526619613,0
789309558,31,M,2,College,Married,Blue,21,6,2,4,2718,1920,798,1604,2570,49,1042,706,48.385623656213284,0
720693033,33,M,1,Unknown,Married,Blue,36,1,3,4,8925,168,8757,447,741,10,429,19,69.97182476334274,1
807426033,37,M,2,Unknown,Single,Blue,32,4,1,1,2865,1176,1689,665,3462,61,906,41,77.30369585566223,0
713441958,46,M,2,High School,Married,Blue,36,5,3,2,19727,1785,17942,572,1245,25,786,9,129.1900339908898,0
720616908,54,M,1,Uneducated,Single,Blue,36,5,1,2,34516,0,34516,452,3918,67,1094,0,125.0861270353198,0
710115108,45,F,2,Graduate,Unknown,Blue,37,5,2,3,5562,1556,4006,751,4568,76,767,28,45.3396551636979,0
719362458,47,F,3,High School,Married,Blue,36,5,3,3,2822,0,2822,681,5064,74,85,0,66.91616559401155,0
718579833,39,F,3,Graduate,Unknown,Blue,26,2,2,1,5325,2488,2837,926,13674,101,836,467,58.24839626438916,0
710369658,50,M,3,Unknown,Married,Blue,36,4,3,2,3276,2353,923,725,4488,92,736,718,73.98435452952981,0
751076058,44,F,4,Unknown,Married,Blue,37,4,3,3,5826,0,5826,689,3756,73,921,0,73.94402986392379,0
778563858,40,F,3,Uneducated,Married,Blue,33,1,1,1,8712,991,7721,615,14512,115,769,114,66.91237608902156,0
711722808,51,F,4,Graduate,Single,Blue,44,5,3,3,1483,0,1483,707,2520,40,429,0,4.34762048535049,1
756013833,57,M,3,Doctorate,Married,Blue,50,3,2,3,4522,1861,2661,957,1806,38,727,412,88.44056810252368,0
710670633,40,M,4,High School,Married,Blue,36,6,3,3,5797,1779,4018,785,2131,33,571,307,69.3183194892481,0
711977508,56,F,2,Uneducated,Single,Blue,43,1,2,4,1440,1211,229,465,2141,40,481,841,122.57652995176612,1
720815208,52,M,0,High School,Single,Blue,39,5,3,3,34516,216,34300,556,2395,47,306,6,141.0594360716641,1
712012758,49,F,2,Uneducated,Married,Blue,41,5,1,3,2189,1860,329,834,4195,81,653,85,173.66172866895795,0
771638733,49,M,3,Doctorate,Single,Blue,37,5,2,3,4354,0,4354,738,2750,59,686,0,41.895515490323305,1
713688933,42,F,0,Unknown,Married,Blue,28,1,1,1,8798,1509,7289,845,8020,74,721,172,126.5247215051204,0
716207508,36,M,3,High School,Married,Blue,36,5,2,4,5497,1517,3980,624,1981,38,357,276,69.10247144754976,0
714511758,45,M,4,Graduate,Single,Blue,40,4,3,0,6363,1029,5334,838,1542,16,1286,162,117.55110741592944,0
714043008,37,M,2,High School,Single,Blue,30,6,3,4,4297,0,4297,797,4310,76,767,0,49.2159618018195,0
716758908,46,M,3,Uneducated,Single,Blue,27,4,2,3,34516,2213,32303,584,4492,71,821,64,136.59865975379944,0
748827033,44,M,3,Graduate,Divorced,Blue,37,5,2,3,3290,0,3290,841,4780,84,615,0,68.77003625035286,0
779241783,67,M,1,Uneducated,Married,Blue,49,4,3,2,3106,1675,1431,781,1512,38,407,539,45.99429180379957,0
716870583,36,F,3,Unknown,Married,Blue,36,6,5,3,2786,1628,1158,1314,2853,55,667,584,134.08352700062096,0
720557883,35,M,3,Uneducated,Single,Blue,21,5,2,1,6104,1595,4509,619,15240,102,729,261,133.0655498430133,0
714488433,45,M,2,Unknown,Married,Blue,36,5,2,3,19099,2517,16582,628,4837,77,75,132,84.00900010019541,0
757044033,44,M,2,Graduate,Unknown,Blue,37,3,1,3,1965,1021,944,516,3968,57,781,52,99.765040948987,0
713019783,41,F,3,High School,Married,Blue,35,3,3,3,2644,1794,850,863,4081,72,8,679,48.702224511653185,0
710879283,51,M,1,High School,Married,Blue,41,3,4,3,14383,0,14383,623,4312,81,723,0,23.467686818912625,0
711396483,40,M,2,Graduate,Single,Blue,36,3,2,3,6033,0,6033,834,4505,74,721,0,43.39168186765164,0
709850508,33,F,2,Graduate,Married,Blue,20,3,2,5,3202,0,3202,1012,2917,37,682,0,88.05240388028324,1
708386958,47,F,3,Unknown,Married,Blue,34,3,3,2,1561,0,1561,502,1947,28,556,0,50.16366899944842,1
712802733,45,F,4,High School,Divorced,Blue,36,3,1,4,5486,685,4801,879,2965,70,556,125,39.51382525265217,0
712208658,43,M,2,High School,Single,Blue,33,1,2,1,13165,1255,11910,81,8126,95,667,95,60.75724589638412,0
710844408,38,M,3,Post-Graduate,Married,Blue,36,4,3,2,2584,0,2584,593,1843,28,647,0,66.78381188306957,0
820330008,46,M,5,High School,Married,Blue,42,1,1,3,32926,1540,31386,862,8231,98,556,47,194.6690681949258,0
715429608,45,F,3,College,Married,Blue,37,4,3,1,4602,1517,3085,1292,3520,66,1,33,188.9113610610366,0
717581658,49,M,2,Unknown,Single,Blue,38,4,1,2,2461,1586,875,1676,1729,35,75,644,66.86927317641675,0
716455683,40,F,3,High School,Single,Gold,36,3,2,3,15534,726,14808,556,1279,28,867,47,172.09558822214603,0
708721533,56,F,1,Graduate,Married,Blue,36,2,1,2,5158,1148,4010,637,13113,128,882,223,37.91556991636753,0
708155733,53,M,2,High School,Single,Blue,44,4,2,2,14734,1634,13100,989,1289,23,917,111,189.587760604918,0
805546308,65,F,0,High School,Single,Blue,56,3,3,2,5951,2517,3434,787,4554,83,694,423,93.69630715809762,0
714543633,45,F,3,Unknown,Single,Blue,36,1,2,5,7500,0,7500,576,8024,78,696,0,0.46872771345078945,1
710138883,47,F,3,Graduate,Unknown,Blue,36,5,2,2,8109,0,8109,601,1835,43,344,0,129.82066962867975,1
718802283,44,F,3,Post-Graduate,Divorced,Blue,31,3,2,1,8320,0,8320,421,4128,82,491,0,141.7924583889544,0
713089458,44,M,1,High School,Married,Blue,33,5,2,2,6130,808,5322,747,3411,78,592,132,9.78694949299097,0
713241033,34,M,0,Graduate,Married,Blue,26,4,3,3,5175,977,4198,1705,2405,49,885,189,75.24955716449767,0
715499058,36,F,2,High School,Married,Blue,36,4,3,2,1848,0,1848,906,2775,33,435,0,50.644355970434844,1
806160108,61,M,1,High School,Married,Blue,56,2,2,3,3193,2517,676,1831,1336,30,1143,788,45.380103662610054,0
826490133,42,F,4,Uneducated,Divorced,Blue,38,6,3,2,10039,1600,8439,7,4685,76,9,159,53.090166533365846,0
708225483,47,M,4,Graduate,Married,Blue,36,3,2,4,11242,1561,9681,829,4246,81,8,139,113.3329138159752,0
710280558,51,M,1,Graduate,Single,Blue,39,3,3,2,8796,2517,6279,492,1195,18,8,286,66.79547721985728,0
714637908,47,F,4,Unknown,Single,Blue,36,2,2,1,7940,1669,6271,696,15445,118,934,21,84.90448002703488,0
716584158,51,M,4,High School,Married,Blue,42,6,1,2,14438,2517,11921,853,2090,47,88,174,97.9088626988232,0
720253908,56,M,0,High School,Married,Blue,43,5,2,1,2852,1024,1828,1009,1651,28,1,359,113.5711963661015,0
713364783,42,F,1,Post-Graduate,Single,Blue,28,3,3,0,3453,1010,2443,801,8108,85,7,292,147.82661362551153,0
716315508,37,F,3,Post-Graduate,Married,Blue,36,2,2,5,3233,2517,716,0,1339,32,0,779,46.85213546268642,1
716716083,58,M,3,Unknown,Single,Blue,36,6,2,3,3355,1878,1477,725,4578,84,953,56,107.47838809154928,0
779856483,38,M,2,Post-Graduate,Single,Blue,22,4,1,2,15410,0,15410,638,3368,69,533,0,116.3460796047002,0
712072908,48,M,4,College,Single,Blue,36,4,3,2,2852,736,2116,386,1382,40,29,258,116.1364395916462,0
790145733,40,M,3,College,Single,Silver,33,1,3,4,34516,0,34516,927,1112,26,368,0,116.87097940593958,1
